date,store_id,product_id,units_sold,stock_on_hand
2026-02-17,Bucuresti (AFI),Samsung Galaxy A54 (P04),7,38
2026-02-18,Bucuresti (AFI),Samsung Galaxy A54 (P04),3,31
2026-02-19,Bucuresti (AFI),Samsung Galaxy A54 (P04),4,28
2026-02-20,Bucuresti (AFI),Samsung Galaxy A54 (P04),4,24
2026-02-21,Bucuresti (AFI),Samsung Galaxy A54 (P04),6,20
2026-02-22,Bucuresti (AFI),Samsung Galaxy A54 (P04),3,14
2026-02-24,Bucuresti (AFI),Samsung Galaxy A54 (P04),7,11
2026-02-25,Bucuresti (AFI),Samsung Galaxy A54 (P04),3,4
2026-02-26,Bucuresti (AFI),Samsung Galaxy A54 (P04),1,1
2026-02-27,Bucuresti (AFI),Samsung Galaxy A54 (P04),3,19
2026-02-28,Bucuresti (AFI),Samsung Galaxy A54 (P04),2,16
2026-03-01,Bucuresti (AFI),Samsung Galaxy A54 (P04),3,14
2026-03-02,Bucuresti (AFI),Samsung Galaxy A54 (P04),2,11
2026-03-03,Bucuresti (AFI),Samsung Galaxy A54 (P04),7,9
2026-03-04,Bucuresti (AFI),Samsung Galaxy A54 (P04),2,2
2026-03-07,Bucuresti (AFI),Samsung Galaxy A54 (P04),3,26
2026-03-08,Bucuresti (AFI),Samsung Galaxy A54 (P04),5,23
2026-03-09,Bucuresti (AFI),Samsung Galaxy A54 (P04),7,18
2026-03-10,Bucuresti (AFI),Samsung Galaxy A54 (P04),2,11
2026-03-11,Bucuresti (AFI),Samsung Galaxy A54 (P04),1,9
2026-03-12,Bucuresti (AFI),Samsung Galaxy A54 (P04),4,8
2026-03-13,Bucuresti (AFI),Samsung Galaxy A54 (P04),1,21
2026-03-14,Bucuresti (AFI),Samsung Galaxy A54 (P04),5,20
2026-02-13,Bucuresti (AFI),MacBook Air M2 (P05),1,39
2026-02-14,Bucuresti (AFI),MacBook Air M2 (P05),1,38
2026-02-15,Bucuresti (AFI),MacBook Air M2 (P05),2,37
2026-02-18,Bucuresti (AFI),MacBook Air M2 (P05),2,35
2026-02-21,Bucuresti (AFI),MacBook Air M2 (P05),2,33
2026-02-22,Bucuresti (AFI),MacBook Air M2 (P05),4,31
2026-02-25,Bucuresti (AFI),MacBook Air M2 (P05),2,27
2026-02-27,Bucuresti (AFI),MacBook Air M2 (P05),2,25
2026-02-28,Bucuresti (AFI),MacBook Air M2 (P05),1,23
2026-03-01,Bucuresti (AFI),MacBook Air M2 (P05),1,22
2026-03-03,Bucuresti (AFI),MacBook Air M2 (P05),1,21
2026-03-04,Bucuresti (AFI),MacBook Air M2 (P05),1,20
2026-03-05,Bucuresti (AFI),MacBook Air M2 (P05),2,19
2026-03-07,Bucuresti (AFI),MacBook Air M2 (P05),3,17
2026-03-08,Bucuresti (AFI),MacBook Air M2 (P05),2,14
2026-03-11,Bucuresti (AFI),MacBook Air M2 (P05),1,12
2026-03-13,Bucuresti (AFI),MacBook Air M2 (P05),1,11
2026-03-14,Bucuresti (AFI),MacBook Air M2 (P05),0,10
2026-02-14,Bucuresti (AFI),MacBook Pro 14 M3 (P06),3,15
2026-02-15,Bucuresti (AFI),MacBook Pro 14 M3 (P06),2,12
2026-02-18,Bucuresti (AFI),MacBook Pro 14 M3 (P06),1,10
2026-02-21,Bucuresti (AFI),MacBook Pro 14 M3 (P06),1,9
2026-02-22,Bucuresti (AFI),MacBook Pro 14 M3 (P06),2,8
2026-02-24,Bucuresti (AFI),MacBook Pro 14 M3 (P06),1,6
2026-02-26,Bucuresti (AFI),MacBook Pro 14 M3 (P06),1,5
2026-02-27,Bucuresti (AFI),MacBook Pro 14 M3 (P06),2,4
2026-02-28,Bucuresti (AFI),MacBook Pro 14 M3 (P06),1,2
2026-03-01,Bucuresti (AFI),MacBook Pro 14 M3 (P06),1,1
2026-03-13,Bucuresti (AFI),MacBook Pro 14 M3 (P06),1,10
2026-03-14,Bucuresti (AFI),MacBook Pro 14 M3 (P06),0,9
2026-02-13,Bucuresti (AFI),Lenovo IdeaPad 3 (P07),2,22
2026-02-14,Bucuresti (AFI),Lenovo IdeaPad 3 (P07),4,20
2026-02-15,Bucuresti (AFI),Lenovo IdeaPad 3 (P07),2,16
2026-02-16,Bucuresti (AFI),Lenovo IdeaPad 3 (P07),2,14
2026-02-17,Bucuresti (AFI),Lenovo IdeaPad 3 (P07),3,12
2026-02-18,Bucuresti (AFI),Lenovo IdeaPad 3 (P07),1,9
2026-02-19,Bucuresti (AFI),Lenovo IdeaPad 3 (P07),1,8
2026-02-20,Bucuresti (AFI),Lenovo IdeaPad 3 (P07),2,7
2026-02-21,Bucuresti (AFI),Lenovo IdeaPad 3 (P07),3,5
2026-02-22,Bucuresti (AFI),Lenovo IdeaPad 3 (P07),2,2
2026-02-27,Bucuresti (AFI),Lenovo IdeaPad 3 (P07),1,13
2026-02-28,Bucuresti (AFI),Lenovo IdeaPad 3 (P07),1,12
2026-03-01,Bucuresti (AFI),Lenovo IdeaPad 3 (P07),2,11
2026-03-02,Bucuresti (AFI),Lenovo IdeaPad 3 (P07),3,9
2026-03-04,Bucuresti (AFI),Lenovo IdeaPad 3 (P07),1,6
2026-03-05,Bucuresti (AFI),Lenovo IdeaPad 3 (P07),2,5
2026-03-07,Bucuresti (AFI),Lenovo IdeaPad 3 (P07),1,3
2026-03-09,Bucuresti (AFI),Lenovo IdeaPad 3 (P07),3,29
2026-03-10,Bucuresti (AFI),Lenovo IdeaPad 3 (P07),2,26
2026-03-11,Bucuresti (AFI),Lenovo IdeaPad 3 (P07),2,24
2026-03-13,Bucuresti (AFI),Lenovo IdeaPad 3 (P07),1,22
2026-03-14,Bucuresti (AFI),Lenovo IdeaPad 3 (P07),2,21
2026-02-15,Bucuresti (AFI),ASUS ROG Strix G15 (P08),1,34
2026-02-22,Bucuresti (AFI),ASUS ROG Strix G15 (P08),1,33
2026-02-25,Bucuresti (AFI),ASUS ROG Strix G15 (P08),1,32
2026-02-28,Bucuresti (AFI),ASUS ROG Strix G15 (P08),1,31
2026-03-01,Bucuresti (AFI),ASUS ROG Strix G15 (P08),1,30
2026-03-03,Bucuresti (AFI),ASUS ROG Strix G15 (P08),1,29
2026-03-04,Bucuresti (AFI),ASUS ROG Strix G15 (P08),3,28
2026-03-05,Bucuresti (AFI),ASUS ROG Strix G15 (P08),1,25
2026-03-06,Bucuresti (AFI),ASUS ROG Strix G15 (P08),1,24
2026-03-07,Bucuresti (AFI),ASUS ROG Strix G15 (P08),1,23
2026-03-10,Bucuresti (AFI),ASUS ROG Strix G15 (P08),1,22
2026-03-12,Bucuresti (AFI),ASUS ROG Strix G15 (P08),1,21
2026-03-14,Bucuresti (AFI),ASUS ROG Strix G15 (P08),1,20
2026-02-21,Bucuresti (AFI),iPad Air 5th Gen (P09),1,24
2026-03-14,Bucuresti (AFI),iPad Air 5th Gen (P09),0,23
2026-03-14,Bucuresti (AFI),Samsung Tab S9 (P10),0,22
2026-02-13,Bucuresti (AFI),Apple Watch Series 9 (P11),1,32
2026-02-14,Bucuresti (AFI),Apple Watch Series 9 (P11),4,31
2026-02-15,Bucuresti (AFI),Apple Watch Series 9 (P11),5,27
2026-02-16,Bucuresti (AFI),Apple Watch Series 9 (P11),2,22
2026-02-18,Bucuresti (AFI),Apple Watch Series 9 (P11),4,20
2026-02-19,Bucuresti (AFI),Apple Watch Series 9 (P11),2,16
2026-02-20,Bucuresti (AFI),Apple Watch Series 9 (P11),7,14
2026-02-21,Bucuresti (AFI),Apple Watch Series 9 (P11),3,7
2026-02-22,Bucuresti (AFI),Apple Watch Series 9 (P11),4,4
2026-03-04,Bucuresti (AFI),Apple Watch Series 9 (P11),4,20
2026-03-05,Bucuresti (AFI),Apple Watch Series 9 (P11),1,16
2026-03-08,Bucuresti (AFI),Apple Watch Series 9 (P11),4,15
2026-03-09,Bucuresti (AFI),Apple Watch Series 9 (P11),2,11
2026-03-10,Bucuresti (AFI),Apple Watch Series 9 (P11),2,9
2026-03-11,Bucuresti (AFI),Apple Watch Series 9 (P11),2,7
2026-03-12,Bucuresti (AFI),Apple Watch Series 9 (P11),1,5
2026-03-13,Bucuresti (AFI),Apple Watch Series 9 (P11),4,4
2026-03-14,Bucuresti (AFI),Apple Watch Series 9 (P11),0,0
2026-02-13,Bucuresti (AFI),Samsung Galaxy Watch 6 (P12),8,44
2026-02-14,Bucuresti (AFI),Samsung Galaxy Watch 6 (P12),8,36
2026-02-15,Bucuresti (AFI),Samsung Galaxy Watch 6 (P12),8,28
2026-02-16,Bucuresti (AFI),Samsung Galaxy Watch 6 (P12),7,20
2026-02-17,Bucuresti (AFI),Samsung Galaxy Watch 6 (P12),8,13
2026-02-18,Bucuresti (AFI),Samsung Galaxy Watch 6 (P12),2,5
2026-02-19,Bucuresti (AFI),Samsung Galaxy Watch 6 (P12),3,3
2026-03-04,Bucuresti (AFI),Samsung Galaxy Watch 6 (P12),7,17
2026-03-05,Bucuresti (AFI),Samsung Galaxy Watch 6 (P12),8,10
2026-03-06,Bucuresti (AFI),Samsung Galaxy Watch 6 (P12),2,2
2026-03-10,Bucuresti (AFI),Samsung Galaxy Watch 6 (P12),3,17
2026-03-11,Bucuresti (AFI),Samsung Galaxy Watch 6 (P12),8,14
2026-03-12,Bucuresti (AFI),Samsung Galaxy Watch 6 (P12),6,6
2026-03-14,Bucuresti (AFI),Samsung Galaxy Watch 6 (P12),0,0
2026-02-13,Bucuresti (AFI),Garmin Fenix 7 (P13),1,30
2026-02-14,Bucuresti (AFI),Garmin Fenix 7 (P13),5,29
2026-02-15,Bucuresti (AFI),Garmin Fenix 7 (P13),5,24
2026-02-16,Bucuresti (AFI),Garmin Fenix 7 (P13),2,19
2026-02-17,Bucuresti (AFI),Garmin Fenix 7 (P13),2,17
2026-02-18,Bucuresti (AFI),Garmin Fenix 7 (P13),2,15
2026-02-19,Bucuresti (AFI),Garmin Fenix 7 (P13),2,13
2026-02-21,Bucuresti (AFI),Garmin Fenix 7 (P13),2,11
2026-02-22,Bucuresti (AFI),Garmin Fenix 7 (P13),3,9
2026-02-23,Bucuresti (AFI),Garmin Fenix 7 (P13),1,6
2026-02-24,Bucuresti (AFI),Garmin Fenix 7 (P13),1,5
2026-02-27,Bucuresti (AFI),Garmin Fenix 7 (P13),1,4
2026-02-28,Bucuresti (AFI),Garmin Fenix 7 (P13),2,3
2026-03-01,Bucuresti (AFI),Garmin Fenix 7 (P13),1,1
2026-03-14,Bucuresti (AFI),Garmin Fenix 7 (P13),2,25
2026-02-14,Bucuresti (AFI),AirPods Pro 2 (P14),1,30
2026-02-15,Bucuresti (AFI),AirPods Pro 2 (P14),3,29
2026-02-16,Bucuresti (AFI),AirPods Pro 2 (P14),2,26
2026-02-17,Bucuresti (AFI),AirPods Pro 2 (P14),2,24
2026-02-18,Bucuresti (AFI),AirPods Pro 2 (P14),1,22
2026-02-19,Bucuresti (AFI),AirPods Pro 2 (P14),4,21
2026-02-20,Bucuresti (AFI),AirPods Pro 2 (P14),5,17
2026-02-21,Bucuresti (AFI),AirPods Pro 2 (P14),1,12
2026-02-22,Bucuresti (AFI),AirPods Pro 2 (P14),5,11
2026-02-23,Bucuresti (AFI),AirPods Pro 2 (P14),6,6
2026-02-27,Bucuresti (AFI),AirPods Pro 2 (P14),2,10
2026-02-28,Bucuresti (AFI),AirPods Pro 2 (P14),4,8
2026-03-01,Bucuresti (AFI),AirPods Pro 2 (P14),4,4
2026-03-02,Bucuresti (AFI),AirPods Pro 2 (P14),3,19
2026-03-03,Bucuresti (AFI),AirPods Pro 2 (P14),1,16
2026-03-04,Bucuresti (AFI),AirPods Pro 2 (P14),5,15
2026-03-05,Bucuresti (AFI),AirPods Pro 2 (P14),4,10
2026-03-06,Bucuresti (AFI),AirPods Pro 2 (P14),1,6
2026-03-07,Bucuresti (AFI),AirPods Pro 2 (P14),5,5
2026-03-14,Bucuresti (AFI),AirPods Pro 2 (P14),0,0
2026-02-13,Bucuresti (AFI),Sony WH-1000XM5 (P15),2,28
2026-02-14,Bucuresti (AFI),Sony WH-1000XM5 (P15),2,26
2026-02-15,Bucuresti (AFI),Sony WH-1000XM5 (P15),6,24
2026-02-18,Bucuresti (AFI),Sony WH-1000XM5 (P15),2,18
2026-02-19,Bucuresti (AFI),Sony WH-1000XM5 (P15),3,16
2026-02-20,Bucuresti (AFI),Sony WH-1000XM5 (P15),4,13
2026-02-21,Bucuresti (AFI),Sony WH-1000XM5 (P15),3,9
2026-02-22,Bucuresti (AFI),Sony WH-1000XM5 (P15),4,6
2026-02-23,Bucuresti (AFI),Sony WH-1000XM5 (P15),2,2
2026-03-03,Bucuresti (AFI),Sony WH-1000XM5 (P15),2,24
2026-03-04,Bucuresti (AFI),Sony WH-1000XM5 (P15),2,22
2026-03-05,Bucuresti (AFI),Sony WH-1000XM5 (P15),2,20
2026-03-06,Bucuresti (AFI),Sony WH-1000XM5 (P15),2,18
2026-03-07,Bucuresti (AFI),Sony WH-1000XM5 (P15),2,16
2026-03-08,Bucuresti (AFI),Sony WH-1000XM5 (P15),3,14
2026-03-09,Bucuresti (AFI),Sony WH-1000XM5 (P15),1,11
2026-03-11,Bucuresti (AFI),Sony WH-1000XM5 (P15),4,10
2026-03-13,Bucuresti (AFI),Sony WH-1000XM5 (P15),2,6
2026-03-14,Bucuresti (AFI),Sony WH-1000XM5 (P15),3,4
2026-02-17,Bucuresti (AFI),Samsung 55-inch 4K TV (P16),2,10
2026-02-18,Bucuresti (AFI),Samsung 55-inch 4K TV (P16),1,8
2026-02-19,Bucuresti (AFI),Samsung 55-inch 4K TV (P16),3,7
2026-02-22,Bucuresti (AFI),Samsung 55-inch 4K TV (P16),2,4
2026-02-25,Bucuresti (AFI),Samsung 55-inch 4K TV (P16),1,2
2026-02-27,Bucuresti (AFI),Samsung 55-inch 4K TV (P16),1,1
2026-03-05,Bucuresti (AFI),Samsung 55-inch 4K TV (P16),2,23
2026-03-10,Bucuresti (AFI),Samsung 55-inch 4K TV (P16),1,21
2026-03-13,Bucuresti (AFI),Samsung 55-inch 4K TV (P16),3,20
2026-03-14,Bucuresti (AFI),Samsung 55-inch 4K TV (P16),0,17
2026-02-15,Bucuresti (AFI),LG OLED 65-inch TV (P17),1,14
2026-02-17,Bucuresti (AFI),LG OLED 65-inch TV (P17),1,13
2026-02-18,Bucuresti (AFI),LG OLED 65-inch TV (P17),1,12
2026-02-22,Bucuresti (AFI),LG OLED 65-inch TV (P17),2,11
2026-02-24,Bucuresti (AFI),LG OLED 65-inch TV (P17),2,9
2026-02-27,Bucuresti (AFI),LG OLED 65-inch TV (P17),1,7
2026-03-01,Bucuresti (AFI),LG OLED 65-inch TV (P17),1,6
2026-03-09,Bucuresti (AFI),LG OLED 65-inch TV (P17),1,5
2026-03-14,Bucuresti (AFI),LG OLED 65-inch TV (P17),0,17
2026-02-13,Bucuresti (AFI),PlayStation 5 (P18),3,31
2026-02-14,Bucuresti (AFI),PlayStation 5 (P18),2,28
2026-02-15,Bucuresti (AFI),PlayStation 5 (P18),5,26
2026-02-16,Bucuresti (AFI),PlayStation 5 (P18),3,21
2026-02-18,Bucuresti (AFI),PlayStation 5 (P18),5,18
2026-02-19,Bucuresti (AFI),PlayStation 5 (P18),3,13
2026-02-20,Bucuresti (AFI),PlayStation 5 (P18),3,10
2026-02-21,Bucuresti (AFI),PlayStation 5 (P18),6,7
2026-02-24,Bucuresti (AFI),PlayStation 5 (P18),1,1
2026-03-05,Bucuresti (AFI),PlayStation 5 (P18),5,11
2026-03-06,Bucuresti (AFI),PlayStation 5 (P18),5,6
2026-03-07,Bucuresti (AFI),PlayStation 5 (P18),5,20
2026-03-08,Bucuresti (AFI),PlayStation 5 (P18),9,15
2026-03-09,Bucuresti (AFI),PlayStation 5 (P18),2,6
2026-03-10,Bucuresti (AFI),PlayStation 5 (P18),1,4
2026-03-12,Bucuresti (AFI),PlayStation 5 (P18),3,3
2026-03-14,Bucuresti (AFI),PlayStation 5 (P18),0,0
2026-02-13,Bucuresti (AFI),Xbox Series X (P19),4,39
2026-02-14,Bucuresti (AFI),Xbox Series X (P19),1,35
2026-02-15,Bucuresti (AFI),Xbox Series X (P19),3,34
2026-02-17,Bucuresti (AFI),Xbox Series X (P19),1,31
2026-02-18,Bucuresti (AFI),Xbox Series X (P19),2,30
2026-02-19,Bucuresti (AFI),Xbox Series X (P19),5,28
2026-02-20,Bucuresti (AFI),Xbox Series X (P19),1,23
2026-02-21,Bucuresti (AFI),Xbox Series X (P19),3,22
2026-02-22,Bucuresti (AFI),Xbox Series X (P19),2,19
2026-02-23,Bucuresti (AFI),Xbox Series X (P19),5,17
2026-02-24,Bucuresti (AFI),Xbox Series X (P19),1,12
2026-02-26,Bucuresti (AFI),Xbox Series X (P19),1,11
2026-02-27,Bucuresti (AFI),Xbox Series X (P19),2,10
2026-02-28,Bucuresti (AFI),Xbox Series X (P19),2,8
2026-03-01,Bucuresti (AFI),Xbox Series X (P19),3,6
2026-03-02,Bucuresti (AFI),Xbox Series X (P19),2,19
2026-03-04,Bucuresti (AFI),Xbox Series X (P19),2,17
2026-03-05,Bucuresti (AFI),Xbox Series X (P19),1,15
2026-03-06,Bucuresti (AFI),Xbox Series X (P19),2,14
2026-03-07,Bucuresti (AFI),Xbox Series X (P19),2,12
2026-03-08,Bucuresti (AFI),Xbox Series X (P19),1,10
2026-03-09,Bucuresti (AFI),Xbox Series X (P19),5,9
2026-03-10,Bucuresti (AFI),Xbox Series X (P19),4,4
2026-03-14,Bucuresti (AFI),Xbox Series X (P19),0,0
2026-02-16,Bucuresti (AFI),Nintendo Switch OLED (P20),1,18
2026-02-22,Bucuresti (AFI),Nintendo Switch OLED (P20),2,17
2026-02-23,Bucuresti (AFI),Nintendo Switch OLED (P20),1,15
2026-03-09,Bucuresti (AFI),Nintendo Switch OLED (P20),1,14
2026-03-11,Bucuresti (AFI),Nintendo Switch OLED (P20),1,13
2026-03-14,Bucuresti (AFI),Nintendo Switch OLED (P20),1,12
2026-02-13,Cluj-Napoca,Iphone 15 Pro (P01),1,24
2026-02-14,Cluj-Napoca,Iphone 15 Pro (P01),2,23
2026-02-15,Cluj-Napoca,Iphone 15 Pro (P01),1,21
2026-02-18,Cluj-Napoca,Iphone 15 Pro (P01),2,20
2026-02-21,Cluj-Napoca,Iphone 15 Pro (P01),1,18
2026-02-22,Cluj-Napoca,Iphone 15 Pro (P01),2,17
2026-02-23,Cluj-Napoca,Iphone 15 Pro (P01),2,15
2026-02-24,Cluj-Napoca,Iphone 15 Pro (P01),2,13
2026-02-25,Cluj-Napoca,Iphone 15 Pro (P01),1,11
2026-02-26,Cluj-Napoca,Iphone 15 Pro (P01),2,10
2026-02-27,Cluj-Napoca,Iphone 15 Pro (P01),1,8
2026-03-01,Cluj-Napoca,Iphone 15 Pro (P01),1,7
2026-03-02,Cluj-Napoca,Iphone 15 Pro (P01),1,6
2026-03-06,Cluj-Napoca,Iphone 15 Pro (P01),1,5
2026-03-07,Cluj-Napoca,Iphone 15 Pro (P01),1,4
2026-03-09,Cluj-Napoca,Iphone 15 Pro (P01),1,3
2026-03-10,Cluj-Napoca,Iphone 15 Pro (P01),2,2
2026-03-11,Cluj-Napoca,Iphone 15 Pro (P01),1,25
2026-03-14,Cluj-Napoca,Iphone 15 Pro (P01),1,24
2026-02-13,Cluj-Napoca,Iphone 15 Pro Max (P02),2,14
2026-02-14,Cluj-Napoca,Iphone 15 Pro Max (P02),1,12
2026-02-15,Cluj-Napoca,Iphone 15 Pro Max (P02),2,11
2026-02-16,Cluj-Napoca,Iphone 15 Pro Max (P02),1,9
2026-02-18,Cluj-Napoca,Iphone 15 Pro Max (P02),2,8
2026-02-19,Cluj-Napoca,Iphone 15 Pro Max (P02),2,6
2026-02-21,Cluj-Napoca,Iphone 15 Pro Max (P02),4,29
2026-02-22,Cluj-Napoca,Iphone 15 Pro Max (P02),1,25
2026-02-23,Cluj-Napoca,Iphone 15 Pro Max (P02),1,24
2026-02-24,Cluj-Napoca,Iphone 15 Pro Max (P02),1,23
2026-02-25,Cluj-Napoca,Iphone 15 Pro Max (P02),3,22
2026-02-26,Cluj-Napoca,Iphone 15 Pro Max (P02),1,19
2026-02-28,Cluj-Napoca,Iphone 15 Pro Max (P02),2,18
2026-03-01,Cluj-Napoca,Iphone 15 Pro Max (P02),4,16
2026-03-02,Cluj-Napoca,Iphone 15 Pro Max (P02),1,12
2026-03-04,Cluj-Napoca,Iphone 15 Pro Max (P02),3,11
2026-03-05,Cluj-Napoca,Iphone 15 Pro Max (P02),1,8
2026-03-06,Cluj-Napoca,Iphone 15 Pro Max (P02),1,7
2026-03-07,Cluj-Napoca,Iphone 15 Pro Max (P02),2,6
2026-03-08,Cluj-Napoca,Iphone 15 Pro Max (P02),2,4
2026-03-09,Cluj-Napoca,Iphone 15 Pro Max (P02),3,29
2026-03-10,Cluj-Napoca,Iphone 15 Pro Max (P02),1,26
2026-03-11,Cluj-Napoca,Iphone 15 Pro Max (P02),1,25
2026-03-12,Cluj-Napoca,Iphone 15 Pro Max (P02),4,24
2026-03-13,Cluj-Napoca,Iphone 15 Pro Max (P02),1,20
2026-03-14,Cluj-Napoca,Iphone 15 Pro Max (P02),3,19
2026-02-13,Cluj-Napoca,Samsung Galaxy S24 Ultra (P03),5,42
2026-02-14,Cluj-Napoca,Samsung Galaxy S24 Ultra (P03),4,37
2026-02-15,Cluj-Napoca,Samsung Galaxy S24 Ultra (P03),5,33
2026-02-16,Cluj-Napoca,Samsung Galaxy S24 Ultra (P03),5,28
2026-02-17,Cluj-Napoca,Samsung Galaxy S24 Ultra (P03),3,23
2026-02-18,Cluj-Napoca,Samsung Galaxy S24 Ultra (P03),3,20
2026-02-19,Cluj-Napoca,Samsung Galaxy S24 Ultra (P03),3,17
2026-02-20,Cluj-Napoca,Samsung Galaxy S24 Ultra (P03),1,14
2026-02-21,Cluj-Napoca,Samsung Galaxy S24 Ultra (P03),6,13
2026-02-22,Cluj-Napoca,Samsung Galaxy S24 Ultra (P03),4,7
2026-02-23,Cluj-Napoca,Samsung Galaxy S24 Ultra (P03),3,3
2026-02-27,Cluj-Napoca,Samsung Galaxy S24 Ultra (P03),5,20
2026-02-28,Cluj-Napoca,Samsung Galaxy S24 Ultra (P03),2,15
2026-03-01,Cluj-Napoca,Samsung Galaxy S24 Ultra (P03),4,13
2026-03-02,Cluj-Napoca,Samsung Galaxy S24 Ultra (P03),1,9
2026-03-03,Cluj-Napoca,Samsung Galaxy S24 Ultra (P03),5,8
2026-03-04,Cluj-Napoca,Samsung Galaxy S24 Ultra (P03),4,21
2026-03-05,Cluj-Napoca,Samsung Galaxy S24 Ultra (P03),2,17
2026-03-06,Cluj-Napoca,Samsung Galaxy S24 Ultra (P03),5,15
2026-03-07,Cluj-Napoca,Samsung Galaxy S24 Ultra (P03),3,10
2026-03-08,Cluj-Napoca,Samsung Galaxy S24 Ultra (P03),2,7
2026-03-10,Cluj-Napoca,Samsung Galaxy S24 Ultra (P03),1,5
2026-03-11,Cluj-Napoca,Samsung Galaxy S24 Ultra (P03),3,4
2026-03-12,Cluj-Napoca,Samsung Galaxy S24 Ultra (P03),1,1
2026-03-14,Cluj-Napoca,Samsung Galaxy S24 Ultra (P03),0,0
2026-02-13,Cluj-Napoca,Samsung Galaxy A54 (P04),3,42
2026-02-14,Cluj-Napoca,Samsung Galaxy A54 (P04),5,39
2026-02-15,Cluj-Napoca,Samsung Galaxy A54 (P04),9,34
2026-02-16,Cluj-Napoca,Samsung Galaxy A54 (P04),1,25
2026-02-17,Cluj-Napoca,Samsung Galaxy A54 (P04),1,24
2026-02-18,Cluj-Napoca,Samsung Galaxy A54 (P04),7,23
2026-02-19,Cluj-Napoca,Samsung Galaxy A54 (P04),6,16
2026-02-20,Cluj-Napoca,Samsung Galaxy A54 (P04),2,10
2026-02-21,Cluj-Napoca,Samsung Galaxy A54 (P04),8,8
2026-02-23,Cluj-Napoca,Samsung Galaxy A54 (P04),3,10
2026-02-24,Cluj-Napoca,Samsung Galaxy A54 (P04),4,7
2026-02-25,Cluj-Napoca,Samsung Galaxy A54 (P04),3,3
2026-03-10,Cluj-Napoca,Samsung Galaxy A54 (P04),4,27
2026-03-11,Cluj-Napoca,Samsung Galaxy A54 (P04),3,23
2026-03-12,Cluj-Napoca,Samsung Galaxy A54 (P04),3,20
2026-03-13,Cluj-Napoca,Samsung Galaxy A54 (P04),3,17
2026-03-14,Cluj-Napoca,Samsung Galaxy A54 (P04),7,14
2026-02-14,Cluj-Napoca,MacBook Air M2 (P05),1,16
2026-02-17,Cluj-Napoca,MacBook Air M2 (P05),1,15
2026-03-14,Cluj-Napoca,MacBook Air M2 (P05),1,14
2026-02-13,Cluj-Napoca,MacBook Pro 14 M3 (P06),3,23
2026-02-15,Cluj-Napoca,MacBook Pro 14 M3 (P06),1,20
2026-02-16,Cluj-Napoca,MacBook Pro 14 M3 (P06),1,19
2026-02-17,Cluj-Napoca,MacBook Pro 14 M3 (P06),1,18
2026-02-19,Cluj-Napoca,MacBook Pro 14 M3 (P06),1,17
2026-02-21,Cluj-Napoca,MacBook Pro 14 M3 (P06),1,16
2026-02-24,Cluj-Napoca,MacBook Pro 14 M3 (P06),2,15
2026-02-25,Cluj-Napoca,MacBook Pro 14 M3 (P06),3,13
2026-02-26,Cluj-Napoca,MacBook Pro 14 M3 (P06),3,10
2026-02-27,Cluj-Napoca,MacBook Pro 14 M3 (P06),2,7
2026-02-28,Cluj-Napoca,MacBook Pro 14 M3 (P06),2,5
2026-03-01,Cluj-Napoca,MacBook Pro 14 M3 (P06),1,3
2026-03-02,Cluj-Napoca,MacBook Pro 14 M3 (P06),1,2
2026-03-03,Cluj-Napoca,MacBook Pro 14 M3 (P06),1,1
2026-03-14,Cluj-Napoca,MacBook Pro 14 M3 (P06),0,0
2026-02-14,Cluj-Napoca,Lenovo IdeaPad 3 (P07),2,37
2026-02-15,Cluj-Napoca,Lenovo IdeaPad 3 (P07),1,35
2026-02-16,Cluj-Napoca,Lenovo IdeaPad 3 (P07),1,34
2026-02-20,Cluj-Napoca,Lenovo IdeaPad 3 (P07),1,33
2026-02-21,Cluj-Napoca,Lenovo IdeaPad 3 (P07),1,32
2026-02-22,Cluj-Napoca,Lenovo IdeaPad 3 (P07),2,31
2026-02-23,Cluj-Napoca,Lenovo IdeaPad 3 (P07),1,29
2026-02-24,Cluj-Napoca,Lenovo IdeaPad 3 (P07),3,28
2026-02-25,Cluj-Napoca,Lenovo IdeaPad 3 (P07),1,25
2026-02-27,Cluj-Napoca,Lenovo IdeaPad 3 (P07),1,24
2026-02-28,Cluj-Napoca,Lenovo IdeaPad 3 (P07),2,23
2026-03-01,Cluj-Napoca,Lenovo IdeaPad 3 (P07),4,21
2026-03-03,Cluj-Napoca,Lenovo IdeaPad 3 (P07),1,17
2026-03-04,Cluj-Napoca,Lenovo IdeaPad 3 (P07),2,16
2026-03-05,Cluj-Napoca,Lenovo IdeaPad 3 (P07),1,14
2026-03-06,Cluj-Napoca,Lenovo IdeaPad 3 (P07),1,13
2026-03-07,Cluj-Napoca,Lenovo IdeaPad 3 (P07),2,12
2026-03-08,Cluj-Napoca,Lenovo IdeaPad 3 (P07),2,10
2026-03-09,Cluj-Napoca,Lenovo IdeaPad 3 (P07),2,8
2026-03-10,Cluj-Napoca,Lenovo IdeaPad 3 (P07),4,6
2026-03-11,Cluj-Napoca,Lenovo IdeaPad 3 (P07),1,2
2026-03-12,Cluj-Napoca,Lenovo IdeaPad 3 (P07),1,1
2026-03-14,Cluj-Napoca,Lenovo IdeaPad 3 (P07),0,0
2026-02-13,Cluj-Napoca,ASUS ROG Strix G15 (P08),4,12
2026-02-14,Cluj-Napoca,ASUS ROG Strix G15 (P08),3,8
